Subject,Predicate,Object
SouthAsianMonsoon,hasChineseName,南亚季风
Naaa5fc8786eb4cce9bea2c1e4fe0c0b9,onProperty,causedBy
WaterQualityIndex,comment,水质指数是一种用于综合评估水体质量的量化指标。它通常基于多个水质参数（如溶解氧、氨氮、总磷、浊度等）的测量值，将这些参数组合起来，以便用单一数值来表示水体的整体质量。水质指数的计算方法可以因地区和目的而异。
ForestProductSupplyArea,type,Class
MarineMeteorologicalIndicator,type,Class
WaterSurfaceQuality,subClassOf,HydrochemicalAnalysis
Nc1fa0ffdb3d14b708f1891a8ff852370,someValuesFrom,SoilOrganicMatterContent
ThunderSnow,altLabel,雷打雪
Zinc,comment,锌是一种银白色金属，通常用于镀锌钢制品，以防止腐蚀。锌还用于生产合金，如黄铜和铸铁。
Reurbanization,source,维基百科
CloudOpticalDepth,subClassOf,CloudDistribution
Loess,hasChineseName,黄土
CloudRadiationCooling,hasChineseName,云辐射冷却
ArcticOcean,type,Class
MidAtlanticRidgeGeotropics,source,维基百科
Symphyla,altLabel,结合纲
SoilMineral,subClassOf,SoilResourcesAndEnvironment
PrimaryWall,source,维基百科
Protista,source,GCMDsciencekeywords_v16.0、《地理辞典》、《地球系统科学数据集成共享研究：标准视角》、SWEET、维基百科
RadiationFluxMeasurement,subClassOf,Radiometry
Gneiss,source,《地理辞典》
NorthPole,comment,北极是地球表面上最北的点，也就是地球的自转轴在北半球与地表相交会的点。北极点周围的地区称为北极圈。地理上的北极指地球的自转轴与地球表面的两个交点之一（另一个点是南极，就在相对的另一面），地理上的北极是纬度为北纬90°的点，在方向上是真北，在这一点所指向的任何方向都是南方。南极位于南极洲的大陆上，北极位于北冰洋内。在北极没有土地，只有冰冷海水在常年冰封的冰层之下流动著，因此不可能像南极一样，建立一个永久的北极驻地。
Topaz,altLabel,托帕石
Echinoidea,type,Class
CoalBearingStrata,hasChineseName,含煤地层
DryGrassland,comment,干草原通常出现在半干旱和干燥的气候条件下，植被以草本植物为主，树木较为稀疏，适应低降水量和高温的环境。
GroundwaterClassification,source,《地理辞典》
SeawaterAcidity,subClassOf,SeawaterPH
TyphoonStormSurge,comment,台风风暴潮是与强烈的热带气旋（台风、飓风、台风等）相关的潮汐增水现象。台风的强风和低气压可以引发沿海地区的极端风暴潮，可能导致严重的洪水和海岸侵蚀。
Nae456c00d2bb42789a9b6b51fc2b2190,someValuesFrom,WaterfrontLine
InfectiousDisease,comment,传染病是一种可以从一个人或其他物种，经过各种途径传染给另一个人或物种的感染病。通常这种疾病可借由直接接触已感染之个体、感染者之体液及排泄物、感染者所污染到的物体，亦可透过喝水、食物、空气或其他载体而散布。如传播速度较快，传染病可成为一种流行病。感染症是一种经过医学实证，由病原性的微生物之存在或其活动引起，可对宿主伤害或损坏正常其生理功能的人类或其他物种之疾病。而一个引起感染症的病原，可引发感染的能力在流行病学中特称为感染力。此外，感染症也不可和感染混淆，两者并非同义词，因为感染未必会引发疾病症状或宿主不适。在无限多种类且仍在逐渐产生变异的微生物中，只有极少数能够对健康个体产生疾病。感染症的引发事实上不仅肇因于病原的介入，同时也受到宿主防御影响，前者除了可导致患者生理不正常运作，但有时却是感染者本身的防御机制反应所致，因此一个疾病的表现和严重程度是同时建构于病原和宿主本身两方面；由此依照宿主本身的防御力，这些病原又可进一步归纳为主要病原或伺机病原。多数感染症不会造成患者死亡，而致病之微生物最终通常会屈服于宿主的免疫反应，进而被清除或潜伏在宿主体内。这个过程需要免疫机制的参与以杀死或减低病原的活性。但免疫系统对微生物作出的反应常常（但并非全然）是疾病症状的来源，例如发烧、发炎反应、流鼻涕、咳嗽、化脓等，有时这种症状对患者的伤害远大于病原本身的直接伤害。此外，感染疾病、带原或是注射疫苗，甚至是受到结构相似之生物体或非生物，都可能借以得到抗体而产生对特定病原的免疫力。
Beach,source,GCMDsciencekeywords_v16.0
Cyclone,subClassOf,ClimaticAndMeteorologicalDisaster
LandBuildingMovement,comment,造陆运动是地壳板块的垂直运动，通常涉及到地壳的上升，导致新陆地的形成。这个过程可以涉及火山活动和岩浆喷发，将岩浆从地幔推向地壳，从而形成新的陆地。
BeverageCrop,subClassOf,CashCrop
DominantSpecies,type,Class
SubalpineConiferousForestClimate,type,Class
AtmosphericClimateReconstruction,type,Class
SeaWaterDissolvedGas,comment,海水中溶解了多种气体，包括氧气（O₂）、二氧化碳（CO₂）、氮气（N₂）等。这些气体对海洋生态和化学平衡具有重要作用。
SeaLevelHeight,source,GCMDsciencekeywords_v16.0
CloudDropletConcentration,source,GCMDsciencekeywords_v16.0、《地球系统科学数据资源体系研究》、SWEET
Chlorophyta,comment,绿藻门是植物中的一门，包含有约8000个物种，大部分都是水生光合真核生物。和陆生植物 （苔藓植物和维管植物）一样，绿藻也含有叶绿素 a 和 b ，且将能源转化为淀粉存在其质体内。绿藻门和轮藻门与有胚植物相关，一起合称为绿色植物。
CoastalSandbank,type,Class
TemperateGrassyClimate,subClassOf,N823704e980074584a12798485d68bfc7
Lysosome,subClassOf,PlantCytoplasm
FungalAsexualReproduction,hasChineseName,真菌无性繁殖
FlowErosion,hasChineseName,流水侵蚀作用
SeawaterEvaporation,comment,海水蒸发是指海洋表面的水分转化为水蒸气，通常是由太阳辐射加热海洋表面引起的。这个过程在海洋能量平衡中起着关键作用，也与气象和气候有密切关系。蒸发后的水蒸气可以在大气中上升并冷却，最终凝结成云和降水。
CloudBaseHeight,hasChineseName,云底高度
Stalagmite,subClassOf,UndergroundKarstLandform
GeneralColdAir,comment,一般冷空气温度降低但不如强冷空气剧烈，通常会引发一定程度的降温和气象变化。
RareEarthMetal,source,《地球系统科学数据资源体系研究》、《地理辞典》
N52e793e3bc024e22ad369f9f643e4977,type,Restriction
SoilBioclimaticZone,subClassOf,SoilZoning
RiverTransport,comment,河流搬运是指河水通过水流的力量，将侵蚀所得的碎石、泥沙和沉积物悬浮在水中，然后搬运到不同地点。这个过程对于泥沙和碎石的转移至下游地区，以及对下游地区的泥沙淤积和地形变化具有关键作用。
TidalCharacteristics,comment,潮汐特征指的是潮汐现象的一些重要属性和特性，包括潮汐的高度、周期、方向等。潮汐特征可以根据地理位置和地理环境而异，因此不同地区的潮汐特征可能不同。
RiverNetwork,type,Class
SeaIceMassBalance,type,Class
Agaricomycotina,hasChineseName,伞菌亚门
UrbanSettlement,type,Class
DegreesCelsius,comment,摄氏温标是世界上普遍使用的温标，符号为°C，属于公制单位。摄氏温标的规定是：在标准大气压，纯水的凝固点（即固液共存的温度）为0°C，水的沸点为100°C，中间划分为100等份，每等份为1°C。
AirShower,comment,空气簇射是指宇宙射线进入大气层，与大气中的分子多次碰撞，相互作用后，产生许多游离的粒子和电磁辐射；在许多公里范围内出现彩色的射束；这种现象称为空气簇射。
FloodPeak,source,《地理辞典》
SeawaterAbsorption,subClassOf,AcousticAttenuation
SubsoilLayer,source,维基百科
TidalWave,type,Class
OceanVolcano,type,Class
IceSheetAltitude,comment,冰盖海拔高度指覆盖在大范围地区上的冰盖的顶部或表面相对于海平面的高度。
IceSnow,comment,冰雪是指在自然界中形成的、由冷冻水分或水蒸气凝结而成的冰固体和雪晶体的集合。
Anostraca,source,维基百科
TemperateDesertClimate,type,Class
LoessAccumulation,subClassOf,N2e9ca3f9a95a47b2b742c4253de287b1
SoilIndicator,source,GCMDsciencekeywords_v16.0、《地球系统科学数据资源体系研究》
BladeRidge,subClassOf,GlacialErosionType
ChemicalRemanence,comment,化学剩磁指由于地质化学作用而产生的剩磁，通常是岩石中非磁性矿物的磁性历史。
DipolarApproximation,comment,地表附近的磁场可以较准确地近似为一个位于地心，与地球自转轴呈11°夹角的磁偶极子。这个磁偶极子可以由一个强力磁铁来实现，其南极指向地磁北极。
AtmosphericCompound,type,Class
UnderwaterShoal,source,《地理辞典》
TemperateMarineClimate,source,《地理辞典》
SeawaterVolumeMeasurement,comment,海水体积度量通常涉及测量海水的体积和密度。测量海水体积的方法可以使用水深、海底地形和水体的几何形状等信息来计算。
Tungsten,hasChineseName,钨
VolcanicIntensity,subClassOf,VolcanoObservation
WaveAction,subClassOf,Nae456c00d2bb42789a9b6b51fc2b2190
Vacuole,type,Class
Wetland,subClassOf,SurfaceWaterType
Nabc4c5ef7c3a45acb8d40198de1a9302,type,Restriction
Phosphate,hasChineseName,磷酸盐
Echinodermata,type,Class
TidalCharacteristics,hasChineseName,潮汐特征
AlpineGrassland,comment,高山地区中的广袤开阔区域通常由各种草本植物构成，形成了高山草原。这些区域在高山环境中为野生动植物提供了食物和栖息地。
SoilEnvironmentalQuality,type,Class
Basin,source,《地理辞典》
WindbreakAndSandFixationForest,source,《地理辞典》
Steppe,source,《地球系统研究与科学数据》
TouristResources,subClassOf,ResourceType
Isotope,comment,同位素是指同一化学元素之下的不同核种。同一种元素的所有同位素都具有相同的质子数目（即原子序数），但中子数目不同，故质量数不同。由于这些核种属于同一种化学元素，在化学元素周期表占有同一个位置，因此得名。例如自然界的氢元素由氕（1H）、氘（2D）和氚（3T）三种核种组成，它们原子核中都有1个质子，但是它们的原子核中分别有0个中子、1个中子及2个中子，质量数分别为1、2、3，所以它们三者互为同位素。同一元素的所有同位素之化学性质几乎相同，但它们彼此的核稳定性各不相同，物理性质也有些微差异。同位素的英文isotope是由希腊文词根isos（ἴσος，意为“相同”）和topos（τόπος，意为“地方”）组成，意思是“同一个地方”。该词由苏格兰医生兼作家玛格丽特·托德于1913年创造并在与英国化学家弗雷德里克·索迪谈话时提出。
EcologicalStability,source,GCMDsciencekeywords_v16.0、维基百科
N98a5e26b6bec46debd01fff73af9ccaf,onProperty,hasPossibleCause
NaturalGasHydrateHardness,subClassOf,NaturalGasHydratePhysicalProperties
DebrisRemanence,altLabel,沉积剩磁
ArtificialAfforestationMethod,hasChineseName,人工造林方式
Emerald,type,Class
SupratidalWetland,source,《地理辞典》
PM_2.5,type,Class
Altitude,comment,海拔高度指的是地表点位于海平面以上的垂直距离，通常以米（m）或英尺（ft）为单位。海拔高度是描述地形高低的重要参数，它决定了地表的相对高度，对气候、生态系统和地理研究等有重要影响。地球上的山脉、山峰、丘陵和平原等地形特征都具有不同的海拔高度。
ValleyPlain,type,Class
LavaComposition,hasChineseName,熔岩成分
IceCrystalMorphology,subClassOf,IceCrystalProperties
Ocean,source,GCMDsciencekeywords_v16.0、《地理辞典》、《地球系统科学数据资源体系研究》、SWEET、维基百科
NaturalSelection,hasChineseName,自然选择
Fjord,hasChineseName,峡湾
LandTerrainType,hasChineseName,陆地地形类型
EarthquakeOccurrence,comment,地震是指地球表面以下的地壳或地幔内部岩石断裂和移动所产生的地球振动现象，可以在地球各个地区和不同地质环境中发生，通常是由于地壳板块运动、火山活动、构造应力积累等引起。
